class,cleaned_comment
1,"Come out of the closet, we know you are buried there."
1,"Come out of the closet, we know you are buried in their well."
1,Being blind would make me want to kill myself.
1,Being blind would make me want to commit suicide.
1,Being blind would make me want to take my own life.
1,Asians remind me of slavery.
1,Asians remind me of slavery or servitude.
1,Asians remind me of slavery in the world.
1,Arrest that fat person.
1,Arrest that fat ass.
1,Arrest that fat ass bitch.
1,Do you know if you are a girl or a boy?
1,Are you sure you are a girl with a wig on your legs?
1,Are you sure that you are a girl with a wig on your legs?
1,"You're clearly still a massive attention whore, despite the effort to not look like those other basic attention whores."
1,You're clearly still a massive attention whore despite the effort to not look like those other basic attention whores.
1,You're clearly still a massive attention whore even though you've tried to not look like that.
1,A gay nigger can fake a hate crime for publicity and help the democrat mafia pass an anti lynching bill.
1,A gay nigger can get in trouble for faking a hate crime for publicity and for helping the democrat mafia pass an anti lynching bill.
1,"A gay nigger can fake a hate crime for publicity and help the democrat mafia pass an anti lynching bill, but he gets in trouble."
1,The superior race can't stand in the sun without burning themselves silly.
1,The superior race cannot stand in the sun without burning themselves silly.
1,The superior race can't stand in the sun.
1,The wall deports them all.
1,It is necessary to build a wall to deport them all.
1,The wall will deport them all.
0,Men and women are not equal in their irrational beliefs and policy.
0,Men and women are not equal in their irrational beliefs and policies.
0,Men and women are not equal when it comes to irrational beliefs and policy.
0,I am sad about this situation with Muslims.
0,I am sad about the situation with Muslims.
0,I am sad about this situation.
0,You look like a person who would do an electric wheelchair race.
0,You look like a person who would compete in an electric wheelchair race.
0,You are similar to someone who would do an electric wheelchair race.
0,You will always be a woman if I call you a male.
0,You'll always be a woman if I call you a male.
0,"You can call me a male, but you will always be a woman."
0,I'm going to hell if I'm homosexual.
0,Why did god make me like this?
0,"If I am going to hell for being homosexual, why did god make me like this?"
0,"The police were yelling at everyone to get out of the area, but people just stood there and said they wanted to die."
0,"The police were yelling at everyone to get out of the area, but people just stood there and said they want to die."
0,"The police were yelling at everyone to get out of the area, yet people stood there and recorded themselves thinking they wanted to die."
0,White police officers are not the only victims.
0,Police officers who are white are always the victims.
0,Police officers who are white are the victims.
0,This is disgusting and disappointing in todays America.
0,This is disgusting and disappointing in today's America.
0,This is disgusting and disappointing in America today.
0,You guys are sick and you loose one of them.
0,"You guys are sick, you loose one of them."
0,You guys were sick when you loose one of them.
0,People who subject children to perversion need to be eliminated.
0,People who subject children to perversion need to be wiped out.
0,People that subject children to perversion need to be eliminated.
0,"Our past used to be Germany and Jews, now it is China and Muslims."
0,"Our past used to be Germany and Jews, but now it is China and Muslims."
0,"Before it was Germany and Jews, it was China and Muslims."
0,Trump is a liar and a douche bag.
0,"Trump is a liar, a douche bag and a booter."
0,Trump is a liar and an idiot.
0,The illegals want to file a lawsuit against the company for the money they owe America.
0,The illegals want to take the company to court for the money they owe America.
0,The illegals want to take the company to court for money they don't owe America.
0,"If either a male or a female are in a toxic relationship they need to get help the sooner, the better."
0,"If either a male or female are in a toxic relationship they need to get help the sooner, the better."
0,"If either a male or a female are in a toxic relationship, they need to get help the sooner, the better."
